Harvest ID,Date,Client,Project,Task,Notes,Hours,Billable?,Billable Rate
2900235879,2026-04-08,Century Driving School,Century Driving Onramp misc,Rails Programming,Testing the changes made for extended fee feature. Includes the editing edge cases where moving a test out of the extended fee would precipitate a refund of the fee,1.41,Yes,110.0
2900554876,2026-04-08,Century Driving School,Century Driving Onramp misc,Support,Conversations: ,0.17,Yes,110.0
2900653954,2026-04-08,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError in payments#pay - validate_payment_amount tries to index,0.19,Yes,110.0
2901066605,2026-04-09,Century Driving School,Century Driving Onramp misc,Admin,"Daily check: all 112 pods healthy, cleared 20 failed Resque jobs (DirtyExit from nightly restarts), queue depths course_cache=175 road_test_cache=338, nodes nominal (max CPU 62% mem 77%), ArgoCD all 7 apps synced. GitHub: 2 new bug issues (#2204 payments nil, #2203 optimistic locking), 6 PRs merged last 48h (premium rate feature). 31 open PRs across repos.",0.5,Yes,110.0
2901087050,2026-04-09,Century Driving School,Century Driving Onramp misc,Rails Programming,Dig into the latest changes on the extended fee feature when editing an existing test that included the extended fee,0.89,Yes,110.0
2901334169,2026-04-09,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Admin student update crashes with save! when password is set without c,0.19,Yes,110.0
2901680346,2026-04-09,Influxdb,Influxdb,Rails Programming,"Olga is running into issues with a change to the /customers/ route, digging into it. ",1.64,Yes,145.0
2901941107,2026-04-10,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster check: all 113 pods healthy (Running/Completed). Cleared 9 failed Resque jobs. Queue depths: course_cache=85, road_test_cache=259 (elevated). Nodes nominal — max CPU 49% (caching-pool-szx8t), max mem 85% (pool-99os7yqjj-szyg2). ArgoCD: all 7 apps Synced/Healthy. GitHub: 20 open onramp issues (all bugs), 20 open PRs (2 new in 48h: #2205 fix student update, #2202 admin premium rate total). 2 PRs merged in 48h. No security-labeled issues.",0.5,Yes,110.0
2901943732,2026-04-10,Century Driving School,Century Driving Onramp misc,Rails Programming,Trying for the last editing change needed for the extended fee feature. Concerned about breaking things,0.69,Yes,110.0
2902099542,2026-04-10,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError when destroying enrollment's associated UserRoadTest ,0.17,Yes,110.0
2902743480,2026-04-11,Century Driving School,Century Driving Onramp misc,Admin,"Daily check: all 113 pods healthy (Running/Completed). Cleared 10 failed Resque jobs. Queue depths: course_cache=284, road_test_cache=318. Node alert: caching-pool-szx8l at 86% CPU. ArgoCD: all 7 apps synced/healthy. GitHub: 1 new bug issue (#2206 StaleObjectError). No merges in last 48h.",0.5,Yes,110.0
2902816168,2026-04-11,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Optimistic locking conflict when updating Student record during road t,0.18,Yes,110.0
2902837885,2026-04-12,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Optimistic locking conflict when updating Student record during road t,0.19,Yes,110.0
2902840274,2026-04-12,Century Driving School,Century Driving Onramp misc,Admin,"Daily check: all 110 pods healthy (Running/Completed). Cleared 8 failed Resque jobs. Queues: course_cache=44, road_test_cache=313 (elevated). Node caching-pool-szx8t at 103% CPU. ArgoCD all 7 apps synced. 2 new bug issues in onramp (#2207, #2206). 1 new PR #2208. No merges in last 48h.",0.5,Yes,110.0
2903269938,2026-04-13,Century Driving School,Century Driving Onramp misc,Admin,"Daily check: All 115 pods healthy (20 prod running, 5 jobs completed). Cleared 7 failed Resque jobs (DirtyExit). Queue depths elevated - course_cache=112, road_test_cache=310. Node szyg2 flagged at 90% memory. ArgoCD all 7 apps synced/healthy. GitHub: 20 open issues onramp (all bugs, 1 new #2207), 20 open PRs onramp (1 new #2208 StaleObjectError fix). No merges in last 48h.",0.5,Yes,110.0
2903281441,2026-04-13,Century Driving School,Century Driving Onramp misc,Support,Bug fix: Virtual Meeting URL Report email has wrong attachment - sends Unpaid Invoices CS,0.17,Yes,110.0
2903790041,2026-04-13,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Admin student update crashes with save! when password confirmation lef,0.19,Yes,110.0
2903964869,2026-04-13,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Optimistic locking StaleObjectError when creating road test enrollment,0.17,Yes,110.0
2904351412,2026-04-14,Century Driving School,Century Driving Onramp misc,Admin,"Morning check: all 111 pods healthy (Running/Completed). Cleared 8 failed Resque jobs (DirtyExit). Queues: course_cache=48, road_test_cache=302 (elevated). Node szyg5 at 90% memory - monitoring. ArgoCD all 7 apps synced. 20 open issues onramp (2 new bugs #2210 #2209), 20 open PRs. No merges in last 48h.",0.5,Yes,110.0
2904436479,2026-04-14,Century Driving School,Century Driving Onramp misc,Support,Exception handling: validate_payment_amount crashes when accessing nil object at payments_,0.19,Yes,110.0
2904619116,2026-04-14,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Admin student update crashes with save! when password confirmation is ,0.18,Yes,110.0
2904901923,2026-04-14,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Optimistic locking conflict on Student record during road test enrollm,0.17,Yes,110.0
2905010052,2026-04-14,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Missing view template for Admin::SeatsController#index,0.17,Yes,110.0
2905247492,2026-04-15,Century Driving School,Century Driving Onramp misc,Admin,"Daily check: all 107 pods healthy (102 running, 5 completed jobs). Cleared 8 failed Resque jobs. Queue depths elevated — course_cache=198, road_test_cache=273. Node szyg2 at 91% memory (flagged). ArgoCD all 7 apps synced/healthy. 3 new bug issues in onramp (#2215 missing view template, #2214 optimistic locking, #2213 admin student update). 20 open PRs in onramp. No merges in last 48h.",0.5,Yes,110.0
2905267796,2026-04-15,Century Driving School,Century Driving Onramp misc,Rails Programming,"Look at the latest changes to the extended fee feature, see if our latest issues are resolved",0.39,Yes,110.0
2905635612,2026-04-15,Century Driving School,Century Driving Onramp misc,Support,Conversations: Check on system status,0.17,Yes,110.0
2905651065,2026-04-15,Century Driving School,Century Driving Onramp misc,Support,Conversations: Can you restart the convo system,0.18,Yes,110.0
2906101006,2026-04-16,Century Driving School,Century Driving Onramp misc,Admin,"Daily check: all 112 pods healthy. Cleared 6 failed Resque jobs (DirtyExit). Queues: course_cache=134, road_test_cache=361. Nodes nominal (CPU max 54%, mem max 83%). ArgoCD: conversations-dev/testing Progressing. 3 new bug issues in onramp (last 48h). 20 open PRs onramp, 6 onramp_api, 5 cms.",0.5,Yes,110.0
2906121200,2026-04-16,Century Driving School,Century Driving Onramp misc,Admin,Trying to figure out why the phone system isn't responding,0.8,Yes,110.0
2906183159,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Teen offerings page crashes calling .reduce() on undefined data,0.17,Yes,110.0
2906214219,2026-04-16,Century Driving School,Century Driving Onramp misc,Admin,starting the kconvo test phone system back up after it fell over,0.19,Yes,110.0
2906291099,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Conversations: Greeting node in road test flow,0.19,Yes,110.0
2906292726,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Conversations: Look up road tests,0.18,Yes,110.0
2906313061,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Admin student update crashes with unhandled validation error when pass,0.19,Yes,110.0
2906483233,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError on Student during enrollments#create_road_test,0.17,Yes,110.0
2906515537,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Exception handling: String.prototype.replaceAll called on non-string or in old-browser bot,0.18,Yes,110.0
2906564989,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError in payments#pay validate_payment_amount when accessing n,0.18,Yes,110.0
2906581283,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError in payments#pay - validate_payment_amount calls [] on ni,0.17,Yes,110.0
2906817854,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError on Student update during road test enrollment creatio,0.01,Yes,110.0
2906818047,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Collation mismatch when validating uniqueness with Arabic Unicode name,0.19,Yes,110.0
2906818512,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Exception handling: MySQL collation mismatch when validating student uniqueness with Arabi,0.18,Yes,110.0
2906818620,2026-04-16,Century Driving School,Century Driving Onramp misc,Support,Exception handling: Collation mismatch in Student.validate_unique query when first_name/la,0.18,Yes,110.0
2907012459,2026-04-17,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster check: all ~117 pods Running/Completed across cdg-production, monitoring, ingress, kube-system. Cleared 7 Resque failed jobs (DirtyExit). Queue depths: course_cache=349, road_test_cache=320 (caching workers draining normally). Node flag: pool-99os7yqjj-szyg2 at 93% mem (above 90% threshold); caching-pool-szx8l at 84% CPU (near threshold). ArgoCD: all 7 apps Synced/Healthy. GitHub: onramp has ~20 new auto-filed exception bugs overnight (StaleObjectError/collation mismatches from Arabic UTF-8 names) + 3 new auto-fix PRs; onramp_cms_react 2 new bugs (replaceAll/reduce crashes); onramp_api steady. No PRs merged in last 48h.",0.5,Yes,110.0
2907053569,2026-04-17,Century Driving School,Century Driving Onramp misc,Design,Make sure the test client runs again for the phone system,0.41,Yes,110.0
2907108751,2026-04-17,Century Driving School,Century Driving Onramp misc,Support,Exception handling: preview_cert fails with ENOENT when driving log PDF is missing from st,0.18,Yes,110.0
2907125964,2026-04-17,Century Driving School,Century Driving Onramp misc,Support,Exception handling: preview_cert crashes with Errno::ENOENT when driving log PDF is missin,0.18,Yes,110.0
2907488449,2026-04-17,Century Driving School,Century Driving Onramp misc,Support,Conversations: Road Test Registration,0.19,Yes,110.0
2907507381,2026-04-17,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError on Student update during road test enrollment (concur,0.18,Yes,110.0
2907563456,2026-04-17,Century Driving School,Century Driving Onramp misc,Support,Conversations: Correct location look up for road test flow,0.17,Yes,110.0
2907648259,2026-04-17,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError in payments#pay: validate_payment_amount fails on nil pa,0.18,Yes,110.0
2907748310,2026-04-17,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError on Student update during road test enrollment creatio,0.18,Yes,110.0
2908023339,2026-04-19,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError on Student during enrollments#create_road_test,0.17,Yes,110.0
2908023407,2026-04-19,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError in PaymentsController#pay validate_payment_amount when p,0.19,Yes,110.0
2908023926,2026-04-19,Century Driving School,Century Driving Onramp misc,Support,Exception handling: TypeError: e.replaceAll is not a function on /teen-offerings page,0.18,Yes,110.0
2908119780,2026-04-19,Century Driving School,Century Driving Onramp misc,Support,Exception handling: TypeError: e.replaceAll is not a function on /adult-offerings page,0.19,Yes,110.0
2908399980,2026-04-20,Century Driving School,Century Driving Onramp misc,Admin,"Ready for Support — daily cluster check: 115 pods healthy (1 stale prometheus replica 47d ContainerStatusUnknown, other replica Running). Cleared 20 failed Resque jobs (DirtyExit). Queue depths: course_cache=47, road_test_cache=324 (backed up). Nodes nominal (max 48% CPU / 87% mem, szygs). ArgoCD 7/7 Synced+Healthy. GitHub: onramp 20 open bugs (3 NEW auto-triaged), onramp_cms_react 10 open (2 NEW replaceAll bugs), onramp_api 10 open (no bugs). No PRs opened or merged in last 48h.",0.5,Yes,110.0
2908425882,2026-04-20,Century Driving School,Century Driving Onramp misc,Admin,"Problems with accessing the cdg-dev-utils machine with mosh, and testing the extended fee feature",1.05,Yes,110.0
2908569337,2026-04-20,Century Driving School,Century Driving Onramp misc,Design,"Trying to fix the registration error with the convo dev cluster, Julia asked about it.",1.01,Yes,110.0
2908578193,2026-04-20,Century Driving School,Century Driving Onramp misc,Support,Exception handling: seats#update fails with Mysql2::Error: Data too long for column 'note',0.17,Yes,110.0
2908845306,2026-04-20,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError in enrollments#destroy_redbox: from_calendar? calls spli,0.18,Yes,110.0
2909142976,2026-04-20,Century Driving School,Century Driving Onramp misc,Support,Exception handling: locations#comm view crashes with nil[] on line 124,0.18,Yes,110.0
2909189260,2026-04-20,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError on concurrent Student update during road test enrollm,0.19,Yes,110.0
2909274309,2026-04-20,Influxdb,Influxdb,Rails Programming,Weekly status meeting with Nate and Olga,0.62,Yes,145.0
2909470235,2026-04-21,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster check: cleared 9 failed Resque jobs (DirtyExit); queues backed up — course_cache=184, road_test_cache=359 (caching workers active); node caching-pool-szx8t at 96% CPU — flagged; all cdg-production pods Running (1 stale monitoring-prometheus-server replica in ContainerStatusUnknown, healthy replacement running); ArgoCD 7/7 Synced+Healthy. GitHub: 40 open issues (20 onramp / 10 api / 10 cms_react), 8 NEW bugs in last 48h — mostly StaleObjectError on Student during road test enrollment and replaceAll crashes on cms_react offerings pages; 31 open PRs, no new PRs or merges in last 48h.",1.4,Yes,110.0
2909495831,2026-04-21,Influxdb,Influxdb,Rails Programming,Looking into why the prod_cache_refresh is taking so long to run.,0.45,Yes,145.0
2909563638,2026-04-21,Century Driving School,Century Driving Onramp misc,Design,Phone system is undersized and needs help so it stops running out of resources,0.62,Yes,110.0
2910335478,2026-04-22,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster + repo check. Cluster: ~110 pods all Running/Completed, no crashloops. Resque: cleared 8 failed jobs (DirtyExit from nightly restart). Queue depths: course_cache=9, road_test_cache=334 (elevated; worth watching). Nodes nominal (CPU max 61%, memory max 82%). ArgoCD: all 7 apps Synced/Healthy. GitHub: onramp 20 open issues (all bugs, 11 new in 48h — StaleObjectError cluster on road_test enrollment) + 20 open PRs (2 new b-integrated auto-fixes); onramp_api 10 open issues / 6 open PRs; onramp_cms_react 10 open issues (7 bugs) / 5 open PRs. No merges in last 48h.",0.5,Yes,110.0
2910450884,2026-04-22,Century Driving School,Century Driving Onramp misc,Support,Feature request triage: Update under-18 road test 2-day reminder text to shorter for,0.18,Yes,110.0
2911010729,2026-04-22,Influxdb,Influxdb,Rails Programming,Continue on the fixes for the slow cache refresh,0.79,Yes,145.0
2911173020,2026-04-23,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster check: all 107 pods Running/Completed (no CrashLoopBackOff/Error). Cleared 10 failed Resque jobs (nightly DirtyExit). Queue depths elevated but processing: course_cache=139, road_test_cache=353. Node resources nominal (highest szygs at 86% mem, under 90% threshold). ArgoCD 7/7 apps Synced/Healthy. GitHub: 8 new issues in last 48h on onramp (7 bugs, mostly recurring StaleObjectError on enrollments#create_road_test — worth investigating root cause), 1 new PR #2278. No merges in last 48h.",0.5,Yes,110.0
2911270168,2026-04-23,Century Driving School,Century Driving Onramp misc,Support,Exception handling: uninitialized constant BootstrapPagination in admin/accounting/_unpaid,0.19,Yes,110.0
2911756184,2026-04-23,Century Driving School,Century Driving Onramp misc,Support,Exception handling: env_from_host fails when HTTP_HOST has trailing dot (michiganroadtesti,0.19,Yes,110.0
2911756972,2026-04-23,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError in env_from_host when HTTP_HOST has trailing dot (michig,0.18,Yes,110.0
2912027460,2026-04-24,Century Driving School,Century Driving Onramp misc,Admin,"Morning check: all pods healthy. Cleared 8 failed Resque jobs (DirtyExit from nightly restart). Queues: course_cache=219, road_test_cache=6. Nodes nominal, max 75% CPU / 73% mem on caching-pool-szx8l. ArgoCD: all 7 apps synced/healthy. GitHub: onramp 20 open issues (19 bugs, 5 new in 48h incl recurring StaleObjectError cluster), 20 open PRs (1 new); onramp_api 10 issues / 6 PRs; onramp_cms_react 10 issues / 5 PRs. No merges in last 48h.",0.5,Yes,110.0
2912676621,2026-04-24,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError on enrollment destroy due to optimistic locking confl,0.17,Yes,110.0
2912697764,2026-04-24,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError in enrollments#create_road_test when updating Student,0.18,Yes,110.0
2912819745,2026-04-24,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError in enrollments#create_road_test when updating Student,0.19,Yes,110.0
2912833728,2026-04-24,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError in payments#pay: nil[] in validate_payment_amount when l,0.18,Yes,110.0
2912833891,2026-04-24,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError in payments#pay when GET request lacks payment params at,0.17,Yes,110.0
2912860203,2026-04-25,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster check: 102 pods all Running/Completed; cleared 8 failed Resque jobs (DirtyExit from nightly restart); queues course_cache=47, road_test_cache=335 (elevated, monitoring); nodes within thresholds (max CPU 55%, max mem 83%); ArgoCD all 7 apps Synced/Healthy; GitHub onramp 20 open issues (5 new bugs in last 48h, mostly StaleObjectError on enrollments#create_road_test plus payments#pay nil[]), 2 new fix-exception PRs ready for review; no merges in last 48h.",0.5,Yes,110.0
2912863166,2026-04-25,Century Driving School,Century Driving Onramp misc,Support,Exception handling: String.prototype.replaceAll called on non-string value in CMS layout c,0.17,Yes,110.0
2912863285,2026-04-25,Century Driving School,Century Driving Onramp misc,Support,Exception handling: TypeError: e.replaceAll is not a function on /contact page in older Ch,0.17,Yes,110.0
2912888836,2026-04-25,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError on Student update during road test enrollment from co,0.19,Yes,110.0
2912947669,2026-04-26,Century Driving School,Century Driving Onramp misc,Admin,"Daily morning check: all prod pods Running/Completed (no crashloops). Cleared 7 failed Resque jobs (DirtyExit from nightly restart). Queue depths: course_cache=50, road_test_cache=0. Node resources nominal except caching-pool-szx8t at 86% CPU (just over 85% threshold), memory <80% across all nodes. ArgoCD 7/7 apps Synced/Healthy. GitHub: ~40 open issues across 3 repos (5 NEW in last 48h, mostly StaleObjectError exceptions in onramp + 2 replaceAll bugs in onramp_cms_react); 31 open PRs (1 NEW: onramp #2287 retry stale Student update); no merges in last 48h.",0.5,Yes,110.0
2913357861,2026-04-27,Century Driving School,Century Driving Onramp misc,Admin,Trying to bring the dev machine back alive. Added the MRT and Integrity changes to the extended fee feature. Manually tested them. Tested editing an extended fee test and moving it into a non extended fee slot. The system references that we owe the customer the extra $15.00,1.72,Yes,110.0
2913775604,2026-04-27,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError in admin enrollments#destroy due to optimistic lockin,0.19,Yes,110.0
2913804404,2026-04-27,Century Driving School,Century Driving Onramp misc,Support,Bug fix: Premium road test fee note should say 'examiner' instead of 'instructor',0.19,Yes,110.0
2914029996,2026-04-27,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError in enrollments#create_road_test when updating Student,0.18,Yes,110.0
2914172026,2026-04-27,Influxdb,Influxdb,Rails Programming,"Continue trying to simplify the caching mechanism. Created PR, added in the solid cache refactor. Tested on staging.  Weekly meeting with Olga and Nate.",2.26,Yes,145.0
2914439670,2026-04-28,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster check: all pods Running across 9 namespaces; ArgoCD 7/7 apps Synced/Healthy. Cleared 16 Resque failed jobs (DirtyExit from nightly restart). Queues elevated: course_cache=224, road_test_cache=306 (workers running, monitoring catch-up). Node caching-pool-szx8t at 85% CPU (threshold). onramp: 20+ open issues, 4 new in last 48h (StaleObjectError on road test enrollment pattern), 3 new auto-fix PRs from b-integrated bot awaiting review. cms_react: 2 new replaceAll-on-non-string bugs from older browsers. No merges in last 48h.",0.5,Yes,110.0
2914462624,2026-04-28,Century Driving School,Century Driving Onramp misc,Rails Programming,Modifying the user side note as requested on the extended hours fee feature,1.28,Yes,110.0
2914595553,2026-04-28,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError when admin destroys enrollment with associated AdminR,0.19,Yes,110.0
2914598742,2026-04-28,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError when destroying enrollment with stale AdminRoadTest a,0.17,Yes,110.0
2914723513,2026-04-28,Century Driving School,Century Driving Onramp misc,Support,Bug fix: Google Search Console reports new indexing issues on onramp.centurydriving.com (,0.18,Yes,110.0
2914939358,2026-04-28,Century Driving School,Century Driving Onramp misc,Support,Exception handling: ActiveRecord::StaleObjectError in account#remember_password when itera,0.19,Yes,110.0
2915371326,2026-04-29,Century Driving School,Century Driving Onramp misc,Admin,"Daily morning check: all pods Running across 12 namespaces (no CrashLoopBackOff/Error); cleared 11 failed Resque jobs (DirtyExit from nightly restart); queue depths course_cache=55 / road_test_cache=23; node resources nominal (max caching-pool-szx8l at 41% CPU, 80% mem); ArgoCD all 7 apps Synced/Healthy; GitHub: 5 new onramp bugs in last 48h (mostly StaleObjectError variants), 1 new PR (#2296), 2 PRs merged in last 48h (onramp #2202, cms_react #264).",0.5,Yes,110.0
2915395503,2026-04-29,Century Driving School,Century Driving Onramp misc,Rails Programming,Clean up bugs that are waiting to be deployed.,1.11,Yes,110.0
2915398834,2026-04-29,Century Driving School,Century Driving Onramp misc,Support,Exception handling: env_from_host returns nil for hostnames with trailing dot (michiganroa,0.19,Yes,110.0
2915596662,2026-04-29,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError in Person#reset_password_for_all when iterating multi,0.18,Yes,110.0
2916038071,2026-04-29,Century Driving School,Century Driving Onramp misc,Support,Exception handling: CenturyMarketingController#index missing template for text/plain forma,0.18,Yes,110.0
2916322404,2026-04-30,Century Driving School,Century Driving Onramp misc,Admin,"Daily morning check: all ~110 pods Running/Completed, ArgoCD 7/7 Synced/Healthy. Cleared 15 failed Resque jobs (DirtyExit from nightly restarts); queues processing normally (course_cache=148, road_test_cache=288). Node pool-99os7yqjj-szygs at 90% memory — flagged for watch (others 63-77%). GitHub: 40 open issues across onramp/api/cms_react (4 new bugs in onramp last 48h), 26 open PRs (1 new today: #2302 StaleObjectError fix); 5 onramp + 1 cms_react PRs merged last 48h.",0.5,Yes,110.0
2916354059,2026-04-30,Century Driving School,Century Driving Onramp misc,Admin,"Look at additional bug fixes, check out the alert for the payment paid error so potentially I can get to the bottom of the problem",1.38,Yes,110.0
2916525734,2026-04-30,Century Driving School,Century Driving Onramp misc,Admin,Upgrade the dev cluster Kubernetes version as required by Digital Ocean,1.25,Yes,110.0
2916865926,2026-04-30,Century Driving School,Century Driving Onramp misc,Support,Exception handling: MrtMarketingController#auto missing JSON template for /mrt/auto reques,0.17,Yes,110.0
2917389796,2026-05-01,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster check: all 100+ pods healthy across cdg-production/monitoring/ingress/kube-system; cleared 14 Resque failed jobs (DirtyExit from nightly restart); course_cache queue elevated at 217 jobs (workers draining), road_test_cache at 15; caching-pool-szx8l running hot at 84% CPU / 79% mem (nominal but watch); ArgoCD 7/7 apps Synced+Healthy. GitHub: 1 new bug onramp#2303 (CenturyMarketing 5xx text/plain template) + 1 new PR onramp#2307 (auto-fix); 5 onramp PRs merged in last 48h (favicon, login redirect, StaleObject fixes).",1.5,Yes,110.0
2918206018,2026-05-02,Century Driving School,Century Driving Onramp misc,Admin,"Daily check: 104 pods healthy across all namespaces; cleared 7 failed Resque jobs (typical DirtyExit from nightly restart); queue depths elevated but workers active (course_cache=105, road_test_cache=172); node resources nominal (peak CPU 69% szx8t, peak mem 79% szygp); ArgoCD 7/7 apps Synced/Healthy; 5 PRs merged across repos in last 48h (favicons, payments alert cleanup, login redirect fix, StaleObject fixes); no new issues/PRs in 24-48h window.",0.5,Yes,110.0
2918218955,2026-05-02,Century Driving School,Century Driving Onramp misc,Support,Exception handling: ArgumentError 'argument out of range' in RoadTestBlocksController#crea,0.18,Yes,110.0
2918218983,2026-05-02,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError: empty? called on nil in road_test_blocks#mentor_availab,0.19,Yes,110.0
2918255190,2026-05-02,Century Driving School,Century Driving Onramp misc,Support,Exception handling: TypeError on /teen-offerings: undefined.reduce() crashes page in clien,0.18,Yes,110.0
2918295468,2026-05-03,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster check: all pods healthy across cluster (cdg-production 20/20 Running, ingress/monitoring/kube-system clean); cleared 7 Resque failed jobs (DirtyExit from nightly restart); queues elevated but draining (course_cache=210, road_test_cache=326); node resources nominal (max CPU 40%, max memory 82% on szygp); ArgoCD all 7 apps Synced/Healthy. GitHub: 2 NEW bug issues in onramp last 48h (#2308, #2309 - RoadTestBlocks exceptions), 1 NEW PR in cms_react (#265 teen-offerings guard). No PRs merged in last 48h.",0.5,Yes,110.0
2918714807,2026-05-04,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster check: all 114 pods healthy across cdg-production/monitoring/ingress/kube-system. Cleared 6 failed Resque jobs (DirtyExit). Queue depths: course_cache=162, road_test_cache=262 (workers processing normally). Node caching-pool-szx8l flagged at 86% CPU (just above 85% threshold). ArgoCD: all 7 apps synced and healthy. GitHub: 2 new bug issues on onramp in last 48h (#2308 RoadTestBlocksController#create, #2309 road_test_blocks mentor_availability), 1 new PR on onramp_cms_react (#265 guard availableMonths). No PRs merged in last 48h.",0.5,Yes,110.0
2919085634,2026-05-04,Century Driving School,Century Driving Onramp misc,Support,Exception handling: StaleObjectError on admin road test certificate update due to optimist,0.19,Yes,110.0
2919146060,2026-05-04,Century Driving School,Century Driving Onramp misc,Support,Exception handling: admin/students#show crashes when location_id passed as array param,0.19,Yes,110.0
2919148715,2026-05-04,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError on Array in admin/students/show.html.erb:263 when locati,0.19,Yes,110.0
2919579366,2026-05-04,Influxdb,Influxdb,Rails Programming,"Pick up working on the webhook cloudflare fixes, recreating Contentful webhook.  Weekly meeting with Olga and Nate discussing weekly status: Discussed continuing on the Webhook changes, and adding this new feature ( research first and get back to Olga ) Contentful to Prod - every morning sync runs automatically  - blog posts automated

Can we automate for a launch - Updated a banner, or other changes, Schedule 

Only from master, and at a specific time 07:30 am - is Olga’s midnight - so it will auto deploy at a specific time

Do research on this - She would want the ability to select a time.",1.41,Yes,145.0
2919881654,2026-05-05,Century Driving School,Century Driving Onramp misc,Admin,"Daily morning check: all pods healthy across cdg-production/monitoring/ingress/kube-system; cleared 11 Resque failed jobs (DirtyExit from nightly restart); queues course_cache=42, road_test_cache=287 (backlog forming on road_test_cache); node resources nominal (CPU max 45%, memory max 85% on pool-99os7yqjj-szygl - at threshold); ArgoCD all 7 apps synced/healthy; GitHub: 40 open issues across 3 repos (23 bug-labeled), 25 open PRs (1 new today: onramp #2310 StaleObjectError fix); no PRs merged in last 48h.",0.5,Yes,110.0
2919901802,2026-05-05,Century Driving School,Century Driving Onramp misc,Design,"Dig back into the Convo app, and work through the current list of bugs. Potentially add the ability to call out.",1.1,Yes,110.0
2920492406,2026-05-05,Century Driving School,Century Driving Onramp misc,Support,Exception handling: NoMethodError on nil in admin road_tests calendar partial during creat,0.19,Yes,110.0
2920860250,2026-05-06,Century Driving School,Century Driving Onramp misc,Admin,"Daily morning check: all cluster pods healthy (0 unhealthy across cdg-production, monitoring, ingress, kube-system); cleared 11 failed Resque jobs (DirtyExit from nightly restart); queues course_cache=198 / road_test_cache=104 (workers draining); node resources nominal (max CPU 13%, max mem 82%); ArgoCD all 7 apps Synced/Healthy. GitHub: onramp 20 open issues incl. 1 NEW bug (#2311 calendar partial NoMethodError), 14 open PRs; onramp_api 10 issues / 6 PRs; onramp_cms_react 10 issues (8 bugs) / 5 PRs. No merges in last 48h. No security-labeled issues.",0.5,Yes,110.0
2920879092,2026-05-06,Century Driving School,Century Driving Onramp misc,Support,Fixed locked backup mount. Continue on allowing for outbound phone calls. Fix the issue with the extra text size length ,1.21,Yes,110.0
